Chapter,ID,Chunk,Fellowship
16,71,"[Gandalf]: ‘And underneath small and faint is written: I, Narvi, made them.
Celebrimbor of Hollin drew these signs.’

[Merry]: ‘What does it mean by speak, friend, and enter?’ asked Merry.
[Gimli]: ‘That is plain enough,’ said Gimli.

[Gimli]: ‘If you are a friend,
speak the password, and the doors will open, and you can
enter.’

[Gandalf]: ‘Yes,’ said Gandalf, 
[Gandalf]: ‘these doors are probably governed by words.’",Neutral
16,127,"There were now no openings to other galleries or tunnels on either side, 
and the floor was level and sound, without pits or cracks. Evidently they 
had struck what once had been an important road; and they went
forward quicker than they had done on their first march.

In this way they advanced some fifteen miles, measured in
a direct line east, though they must have actually walked
twenty miles or more.",Neutral
2,17,"Who invented the stories anyway? Take dragons now.’

[Ted]: ‘No thank ’ee,’ said Ted, 
[Ted]: ‘I won’t.

I heard tell of them when I was a youngster, 
but there’s no call to believe in them now.

There’s only one Dragon in Bywater, and that’s Green,’
he said, getting a general laugh.

[Sam]: ‘All right,’ said Sam, laughing with the rest.",Positive
1,104,"Gandalf remained for a while staring after him into the
darkness.

[Gandalf]: ‘Good-bye, my dear Bilbo – until our next meet-
ing!’ he said softly and went back indoors.
Frodo came in soon afterwards, and found him sitting in
the dark, deep in thought.

[Frodo]: ‘Has he gone?’ he asked.

[Gandalf]: ‘Yes,’ answered Gandalf, 
[Gandalf]: ‘He has gone at last.’
[Frodo]: ‘I wish – I mean, I hoped until this evening that it was only
a joke,’ said Frodo.

[Frodo]: ‘But I knew in my heart that he really
meant to go. He always used to joke about serious things.
I wish I had come back sooner, just to see him off.’",Negative
9,71,"It was now Frodo’s turn to feel pleased with himself.

He capered about on the table; and when he came a 
second time to the cow jumped over the Moon, 
he leaped in the air. Much too vigorously; for he came 
down, bang, into a tray full of mugs, and slipped, and 
rolled off the table with a crash, clatter, and bump!

The audience all opened their mouths wide for
laughter, and stopped short in gaping silence; for the singer
disappeared.",Positive
8,39,"Swords lay by their sides, and shields were at their feet.

But across their three necks lay one long naked sword.
Suddenly a song began: a cold murmur, rising and falling.
The voice seemed far away and immeasurably dreary, some-
times high in the air and thin, sometimes like a low moan
from the ground.

Out of the formless stream of sad but
horrible sounds, strings of words would now and again shape
themselves: grim, hard, cold words, heartless and miserable.

The night was railing against the morning of which it was
bereaved, and the cold was cursing the warmth for which it
hungered. Frodo was chilled to the marrow.",Negative
17,17,"[Gandalf]: ‘But our visit to this room has not been in vain.
I now know where we are.’

[Gandalf]: ‘This must be, as Gimli says, the Chamber of Mazarbul; 
and the hall must be the twenty-first of the North-end.
Therefore we should leave by the eastern arch of the hall, and bear 
right and south, and go downwards.’

[Gandalf]: ‘The Twenty-first Hall should
be on the Seventh Level, that is six above the level of the
Gates. Come now! Back to the hall!’",Neutral
9,57,"Frodo returned his gaze but said nothing; and Strider made
no further sign. His attention seemed suddenly to be fixed on
Pippin.

To his alarm Frodo became aware that the ridiculous
young Took, encouraged by his success with the fat Mayor of
Michel Delving, was now actually giving a comic account of
Bilbo’s farewell party. He was already giving an imitation
of the Speech, and was drawing near to the astonishing
Disappearance. Frodo was annoyed.",Negative
12,29,"Before long he came hurrying back.

[Aragorn]: ‘I can see no sign of the enemy,’ he said, 
[Aragorn]: ‘and I wonder very much what that means.
But I have found something very strange.’

He held out his hand, and showed a single pale-green jewel.
[Aragorn]: ‘I found it in the mud in the middle of the Bridge,’ he said.
[Aragorn]: ‘It is a beryl, an elf-stone. Whether it was set there, or let fall
by chance, I cannot say; but it brings hope to me.’",Positive
14,145,"[Gandalf]: ‘[Saruman]: ‘‘The third choice is to stay here, until the end.’’
[Gandalf]: ‘‘Until what end?’’
[Saruman]: ‘‘Until you reveal to me where the One may be found. I
may find means to persuade you. Or until it is found in your
despite, and the Ruler has time to turn to lighter matters: to
devise, say, a fitting reward for the hindrance and insolence
of Gandalf the Grey.’’
[Gandalf]: ‘‘That may not prove to be one of the lighter matters,’’
said I. He laughed at me, for my words were empty, and he
knew it.’",Neutral
5,19,"It was a pleasant, comfortable, welcoming place; and he 
found himself wishing that he was really coming here to 
settle down in quiet retirement.

It seemed unfair to have put his friends to all this trouble; 
and he wondered again how he was going to break the 
news to them that he must leave them so soon, indeed at
once.

Yet that would have to be done that very night, before
they all went to bed.

[Frodo]: ‘It’s delightful!’ he said with an effort.
[Frodo]: ‘I hardly feel that I have moved at all.’",Positive
3,118,"[Gildor]: ‘The secret will not reach the Enemy from us,’ said Gildor.

[Frodo]: ‘The Enemy?’ said Frodo.

[Frodo]: ‘Then you know why I am leaving the Shire?’
[Gildor]: ‘I do not know for what reason the Enemy is pursuing
you,’ answered Gildor; 
[Gildor]: ‘but I perceive that he is – strange
indeed though that seems to me.
And I warn you that peril is now both before you and behind you, 
and upon either side.’

[Frodo]: ‘You mean the Riders?
I feared that they were servants of the Enemy.
What are the Black Riders?’
[Gildor]: ‘Has Gandalf told you nothing?’",Negative
18,101,"[Haldir]: ‘Even if we could come to the shores of the Sea, we should
find no longer any shelter there.’

[Haldir]: ‘It is said that there are still
havens of the High Elves, but they are far north and west,
beyond the land of the Halflings. But where that may be,
though the Lord and Lady may know, I do not.’

[Merry]: ‘You ought at least to guess, since you have seen us,’ said
Merry.",Neutral
10,79,"[Merry]: ‘Jumped over the Moon!’ chuckled Merry as he 
rolled himself in his blanket.

[Merry]: ‘Very ridiculous of you, Frodo!’

[Merry]: ‘But I wish The Hobbits’ name for the Plough 
or Great Bear. I had been there to see. The worthies of 
Bree will be discussing it a hundred years hence.’

[Aragorn]: ‘I hope so,’ said Strider.

Then they all fell silent, and one
by one the hobbits dropped off to sleep.",Positive
4,17,"[Pippin]: ‘I will follow you into every bog and ditch.
But it is hard! I had counted on passing the Golden
Perch at Stock before sundown.’

[Pippin]: ‘The best beer in the East- farthing, or used to be: 
it is a long time since I tasted it.’
[Frodo]: ‘That settles it!’ said Frodo.

[Frodo]: ‘Short cuts make delays, but inns make longer ones.
At all costs we must keep you away from the Golden Perch.
We want to get to Bucklebury before dark. What do you say, Sam?’",Neutral
15,36,"[Bilbo]: ‘This is Sting,’ he said, and thrust it with little effort deep into
a wooden beam.
[Bilbo]: ‘Take it, if you like. I shan’t want it again, I expect.’

Frodo accepted it gratefully.

[Bilbo]: ‘Also there is this!’ said Bilbo, bringing out a parcel which
seemed to be rather heavy for its size. He unwound several
folds of old cloth, and held up a small shirt of mail.

It was close-woven of many rings, as supple almost as linen, cold as
ice, and harder than steel. It shone like moonlit silver, and
was studded with white gems.

With it was a belt of pearl and crystal.",Positive
9,6,"They lived mostly in Staddle though there were some in Bree 
itself, especially on the higher slopes of the hill, above the 
houses of the Men.

The Big Folk and the Little Folk (as they called one another)
were on friendly terms, minding their own affairs in their
own ways, but both rightly regarding themselves as necessary
parts of the Bree-folk.

Nowhere else in the world was this
peculiar (but excellent) arrangement to be found.",Neutral
11,78,"He gave a cry and clutched Strider’s arm.

[Frodo]: ‘Look,’ he said, pointing downwards.

At once Strider flung himself on the ground behind the
ruined circle, pulling Frodo down beside him.
Merry threw himself alongside.

[Frodo]: ‘What is it?’ he whispered.
[Aragorn]: ‘I do not know, but I fear the worst,’ answered Strider.

Slowly they crawled up to the edge of the ring again, and
peered through a cleft between two jagged stones.",Negative
12,34,"[Pippin]: ‘Where did you learn such tales, if all the land is empty
and forgetful?’ asked Peregrin.
[Pippin]: ‘The birds and beasts do not tell tales of that sort.’

[Aragorn]: ‘The heirs of Elendil do not forget all things past,’ said
Strider; 
[Aragorn]: ‘and many more things than I can tell are 
remembered in Rivendell.’

[Frodo]: ‘Have you often been to Rivendell?’ said Frodo.

[Aragorn]: ‘I have,’ said Strider.
[Aragorn]: ‘I dwelt there once, and still I return when I may. 
There my heart is; but it is not my fate to sit in
peace, even in the fair house of Elrond.’",Neutral
4,31,"They stopped short suddenly.

Frodo sprang to his feet.

A long-drawn wail came
down the wind, like the cry of some evil and lonely creature.

It rose and fell, and ended on a high piercing note.

Even as they sat and stood, as if suddenly frozen, it was 
answered by another cry, fainter and further off, but 
no less chilling to the blood.

There was then a silence, broken only by the sound
of the wind in the leaves.

[Pippin]: ‘And what do you think that was?’
Pippin asked at last,
trying to speak lightly, but quavering a little.",Negative
4,32,"[Pippin]: ‘And what do you think that was?’ 
Pippin asked at last,
trying to speak lightly, but quavering a little.

[Pippin]: ‘If it was a bird, it was one that I never heard in 
the Shire before.’
[Frodo]: ‘It was not bird or beast,’ said Frodo.

[Frodo]: ‘It was a call, or a
signal – there were words in that cry, though I could not
catch them. But no hobbit has such a voice.’

No more was said about it.

They were all thinking of the
Riders, but no one spoke of them.",Negative
16,88,"The arm let go of Frodo, and Sam pulled him away, crying
out for help. Twenty other arms came rippling out. The dark
water boiled, and there was a hideous stench.

[Gandalf]: ‘Into the gateway! Up the stairs! Quick!’
shouted Gandalf leaping back.

Rousing them from the horror that seemed to
have rooted all but Sam to the ground where they stood, he
drove them forward.

They were just in time.",Negative
